FC5	2.1894054	-9.9044908E-03	8.6403370E-03	2.2263067E-04	-1.2291942E-05	5.9386349E-07
FCD1	2.2181132	-5.7994270E-03	8.3470679E-03	6.5046523E-05	8.5142186E-06	-5.8852269E-07
FCD10	2.1032490	-5.0247988E-03	6.5323077E-03	1.3078405E-04	-6.3652072E-06	1.9254745E-07
PCD4	2.5807045	-1.0957538E-02	1.2689430E-02	6.6387812E-04	-6.4849664E-05	3.4787863E-06
BSC7	2.2702566	-9.1988101E-03	1.1609706E-02	-7.6123911E-05	2.8558727E-05	-1.2566486E-06
E-C3	2.2725452	-8.4104910E-03	1.1306843E-02	3.7782297E-04	-2.6903423E-05	1.5976489E-06
BAC4	2.4196645	-8.3329314E-03	1.5397390E-02	-1.7391654E-04	6.2183220E-05	-3.0621310E-06
BACD2	2.5393255	-8.7207883E-03	1.5909566E-02	8.8163036E-05	2.5876593E-05	-1.1733523E-06
BACD4	2.5584621	-9.7457283E-03	1.5110495E-02	2.3273333E-04	1.1137249E-06	1.6424767E-07
BACD5	2.4861499	-9.5684845E-03	1.4685059E-02	-1.1216487E-04	4.1978777E-05	-1.8856190E-06
E-BACD10	2.5906326	-1.0608994E-02	1.4490916E-02	6.7542247E-04	-5.5303116E-05	3.0061364E-06
BACD11	2.4095163	-9.1904415E-03	1.2939968E-02	2.3461430E-04	-1.1130589E-05	1.0131863E-06
BACD14	2.5335256	-1.1903338E-02	1.2257249E-02	7.9172149E-04	-7.7381829E-05	3.9935441E-06
BACD15	2.5864832	-8.0357829E-03	1.8080573E-02	-4.5974172E-04	8.8484321E-05	-3.7544765E-06
BACD16	2.5859898	-1.1940432E-02	1.3995502E-02	4.8974502E-04	-3.9120717E-05	2.2611915E-06
BACD18	2.6365277	-9.7558464E-03	1.7143665E-02	2.2592497E-04	3.0855342E-06	4.5831917E-07
BACED5	2.6934245	-8.6370140E-03	2.0496450E-02	-9.3205453E-05	6.2709747E-05	-2.0834652E-06
E-BACED20	2.6667537	-9.7319259E-03	1.7436284E-02	4.7558015E-04	-1.7144989E-05	1.1049589E-06
LACL60	2.6490884	-1.4159869E-02	1.4451135E-02	5.2707873E-04	-4.3447523E-05	2.4612971E-06
LAC7	2.6876223	-1.4375187E-02	1.2545954E-02	1.4642295E-03	-1.6982461E-04	8.8048639E-06
LAC8	2.8778537	-1.3832906E-02	2.0301185E-02	2.7759871E-04	5.9059830E-06	1.7747647E-07
LAC9	2.8081523	-1.4167885E-02	1.7693707E-02	7.6788759E-04	-7.4886174E-05	4.7044756E-06
LAC10	2.8951998	-1.1701218E-02	2.2126485E-02	3.8494791E-04	-7.9808302E-06	1.5035116E-06
LAC12	2.7634844	-1.1068339E-02	1.8246442E-02	3.7697356E-04	-1.7788655E-05	1.5314262E-06
LAC13	2.8125316	-1.2915271E-02	1.9960339E-02	1.9877888E-04	1.7647061E-05	-4.4767632E-07
LAC14	2.8255229	-1.3632902E-02	1.9791402E-02	1.5032564E-05	4.0761368E-05	-1.7527267E-06
TAC2	2.9717137	-1.4952593E-02	2.0162868E-02	9.4072283E-04	-8.8614104E-05	5.3191242E-06
TAC4	2.9425645	-1.3266554E-02	2.3559223E-02	-1.6399009E-04	9.2370759E-05	-4.8615982E-06
TAC6	3.0182184	-1.5381633E-02	2.1520137E-02	6.4608303E-04	-3.2355748E-05	2.0791593E-06
TAC8	2.9324178	-1.4603156E-02	2.1121636E-02	4.8240144E-05	4.9669475E-05	-2.4904491E-06
E-CF6	2.2668912	-9.3866212E-03	1.2174195E-02	5.0769030E-04	-3.3573414E-05	2.9059013E-06
E-FEL1	2.3534484	-1.0330438E-02	1.4097325E-02	8.7167875E-04	-6.9981970E-05	5.7867359E-06
E-FEL2	2.3317983	-9.7042192E-03	1.4032761E-02	6.4822896E-04	-4.0813761E-05	3.9064873E-06
E-FEL6	2.3068946	-9.6888755E-03	1.3097020E-02	6.5013927E-04	-4.2328222E-05	3.5888777E-06
E-BAF8	2.5801121	-7.9717945E-03	1.9728054E-02	1.3876076E-04	3.7632071E-05	-7.4634717E-07
BAF10	2.7324621	-1.2490460E-02	1.8562334E-02	9.9990536E-04	-6.8388552E-05	4.9257931E-06
BAF11	2.7272955	-1.3470236E-02	1.4809271E-02	1.9615335E-03	-1.9787663E-04	1.0851117E-05
E-FL5	2.4465754	-1.0107041E-02	1.7759132E-02	8.7970259E-04	-5.7014929E-05	6.0924663E-06
E-FL6	2.4080325	-1.0683353E-02	1.5478409E-02	1.0548448E-03	-8.3385882E-05	6.9322693E-06
E-F1	2.5730565	-1.0203605E-02	2.3095784E-02	8.7114252E-04	-3.0730079E-05	6.9457986E-06
E-F2	2.5561822	-1.0237038E-02	2.2470348E-02	8.4580679E-04	-3.3087089E-05	7.1054919E-06
E-F3	2.5362697	-1.0610424E-02	2.1233821E-02	9.9012105E-04	-5.9984348E-05	8.2354366E-06
E-F5	2.5095673	-1.0862661E-02	1.9894774E-02	1.0137134E-03	-6.2697117E-05	7.5080045E-06
E-F8	2.4866561	-1.0188484E-02	1.9287417E-02	8.8553737E-04	-5.0937106E-05	6.4256956E-06
BAFD7	2.8217211	-9.7265483E-03	2.4345979E-02	7.8406305E-04	-2.2431497E-05	4.6726029E-06
BAFD8	2.8863236	-9.8027240E-03	2.7654256E-02	8.9006367E-04	-3.6309109E-05	7.6181062E-06
BAFD15	2.8205467	-1.0789821E-02	2.6216351E-02	3.4058709E-04	4.6765010E-05	6.6030419E-07
E-FD1	2.8508499	-1.3234610E-02	2.9415325E-02	2.5542666E-03	-2.1232133E-04	2.2261936E-05
E-FD2	2.6399644	-1.1645718E-02	2.3061733E-02	1.7348219E-03	-1.3986059E-04	1.3916670E-05
E-FD4	2.9673173	-1.3989565E-02	3.3456680E-02	3.0717804E-03	-2.6682435E-04	2.8950241E-05
E-FD5	2.7135839	-1.1419719E-02	2.6133708E-02	1.7576479E-03	-1.3307737E-04	1.5203351E-05
E-FD7	2.6165865	-1.1427854E-02	2.2534361E-02	1.5512890E-03	-1.1769852E-04	1.2401891E-05
E-FD8	2.7617586	-1.1254039E-02	2.8221737E-02	1.7540315E-03	-1.2127053E-04	1.5522384E-05
E-FD10	2.8815180	-1.3228312E-02	3.1455590E-02	2.6851666E-03	-2.2577544E-04	2.4693268E-05
E-FD13	2.9205906	-1.3681618E-02	3.2567760E-02	2.8725519E-03	-2.4277107E-04	2.6614514E-05
E-FD15	2.7919943	-1.2311206E-02	2.8802741E-02	2.1430059E-03	-1.6932119E-04	1.9741766E-05
FD60	3.1171483	-1.1616277E-02	4.4864975E-02	1.6588491E-03	2.5716854E-05	1.4757657E-05
FD110	3.0534415	-1.2751810E-02	4.0609369E-02	2.2706109E-03	-7.8086606E-05	1.9874026E-05
FD140	2.9851294	-1.4237988E-02	3.5496437E-02	2.8457557E-03	-1.9006799E-04	2.4309252E-05
E-FDS1	3.5044639	-2.0333833E-02	5.3802700E-02	6.2874192E-03	-5.6922176E-04	7.3559387E-05
FDS30	3.0625480	-1.4900756E-02	3.3984968E-02	4.3622376E-03	-4.1409275E-04	3.9426957E-05
FDS90	3.2606321	-1.7780398E-02	4.0902938E-02	5.6076934E-03	-5.6434039E-04	5.4763391E-05
FF5	2.4743324	-1.0955338E-02	1.9293801E-02	1.4497732E-03	-1.1038744E-04	1.1136008E-05
FF8	2.9564361	-1.9762195E-02	2.9878823E-02	5.1830852E-03	-5.4202389E-04	4.8463245E-05
LAFL2	2.8178044	-1.0126306E-02	2.0989819E-02	6.0692316E-04	-2.1975044E-05	2.0172856E-06
LAF2	2.9657374	-9.6571624E-03	2.6024525E-02	3.6684641E-04	2.8205551E-05	-1.3739929E-07
LAF3	2.8789799	-8.7292370E-03	2.4425656E-02	4.5491773E-05	4.2802928E-05	-7.2834306E-07
E-LAF7	2.9704178	-1.3290679E-02	2.8359006E-02	1.7661786E-03	-1.2453482E-04	1.3951937E-05
NBF1	2.9753491	-1.4613470E-02	2.1096383E-02	1.1980380E-03	-1.1887388E-04	7.3444350E-06
NBF2	3.0170177	-1.3625149E-02	2.4142489E-02	5.9520693E-04	-1.2146589E-05	1.4445534E-06
TAF1	3.0736378	-1.5501284E-02	2.3627699E-02	6.6300852E-04	-2.8353438E-05	2.2090799E-06
TAF2	3.1415564	-1.4370304E-02	2.6483051E-02	9.5642714E-04	-5.9411087E-05	4.7039530E-06
TAF3	3.1743707	-1.4110466E-02	2.8862637E-02	3.3559490E-05	8.0422109E-05	-2.8956744E-06
TAF4	3.1212281	-1.4119909E-02	2.6520622E-02	4.0415763E-04	1.4260634E-05	3.1642560E-07
TAF5	3.2191571	-1.5310562E-02	2.6362570E-02	1.0534452E-03	-6.1660412E-05	3.9733897E-06
NBFD3	3.1633746	-1.3276280E-02	3.1133309E-02	8.3523380E-04	2.9980499E-06	2.5568853E-06
NBFD10	3.2615573	-1.4542851E-02	3.3470739E-02	1.2266479E-03	-2.5391842E-05	5.5971739E-06
NBFD11	3.1010267	-1.0022108E-02	3.2631687E-02	-8.1029268E-04	1.9350110E-04	-8.0279799E-06
NBFD12	3.1513655	-1.3052015E-02	2.9502111E-02	6.7643437E-04	3.6679701E-06	1.8233293E-06
NBFD13	3.1729223	-1.4248534E-02	2.9168114E-02	1.3428760E-03	-9.6178753E-05	8.4042556E-06
NBFD15	3.1540011	-1.3256753E-02	3.4103312E-02	1.8472167E-03	-1.0807332E-04	1.2975901E-05
TAFD5	3.2729098	-1.2888257E-02	3.3451363E-02	-6.8221381E-05	1.1215427E-04	-4.0485659E-06
TAFD30	3.4419038	-1.4175245E-02	3.4351040E-02	1.1752271E-03	-3.9010343E-05	3.7417054E-06
ADC1	2.5823900	-7.8947925E-03	1.4967726E-02	1.4902926E-04	4.6409361E-06	2.1550228E-07
E-ADF10	2.5528983	-1.5709364E-02	1.5647688E-02	1.4461641E-03	-1.4458879E-04	9.5275733E-06
E-ADF50	2.6680422	-1.3184258E-02	2.3930479E-02	2.3928655E-04	5.0697941E-05	9.1240958E-07
LBC3N	2.5388484	-6.6855865E-03	1.5111456E-02	-1.5247241E-04	4.8340116E-05	-2.4061785E-06
M-BACD5N	2.4895103	-1.2244956E-02	1.2942624E-02	3.4904493E-04	-1.7772279E-05	9.1137189E-07
M-BACD12	2.4687806	-1.0626393E-02	1.3251843E-02	4.0486120E-04	-2.9747988E-05	1.8258838E-06
M-LAC130	2.8134120	-1.3324481E-02	1.9278652E-02	4.1244521E-04	-9.9404319E-06	9.6220244E-07
M-LAF81	2.9167886	-1.2398199E-02	2.6675237E-02	6.5190504E-04	4.6956175E-06	2.6910540E-06
M-NBF1	2.9752454	-1.4250162E-02	2.1400735E-02	9.7553366E-04	-6.9795303E-05	4.1149237E-06
M-NBFD130	3.1737942	-1.4986580E-02	2.9067406E-02	1.2048287E-04	-5.3551578E-05	5.2713501E-06
M-NBFD82	3.1880263	-1.2178423E-02	3.7193076E-02	-2.8175309E-03	1.8044800E-05	-4.1829088E-06
